gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
3295899929																										OBS1059830858										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1059830858	OBS1059830858		obsr224889													PRESENT																			2005-06-13T00:00:00				2005	6	13												SOUTH_AMERICA				EC	Galápagos			Isla Fernandina--Punta Espinoza									-0.264551	-91.445946																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:11:12.831Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:11:12.831Z	2022-03-02T17:41:33.833Z	false		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.2_1	Tomas De Berlanga (Santo Tomas)	EN	
3294170377																										OBS1101176548										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1101176548	OBS1101176548		obsr369163		1											PRESENT																			2009-02-17T00:00:00				2009	2	17												SOUTH_AMERICA				EC	Galápagos			Isabela--Punta Vicente Roca									-0.051709	-91.56191																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:23:27.736Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:23:27.736Z	2022-03-02T17:41:33.833Z	false		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.2_1	Tomas De Berlanga (Santo Tomas)	EN	
3293805181																										OBS1008019733										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1008019733	OBS1008019733		obsr1649494													PRESENT																			2009-07-21T00:00:00				2009	7	21												SOUTH_AMERICA				EC	Galápagos			Isabela--Elizabeth Bay									-0.597285	-91.08318																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:10:25.897Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:10:25.897Z	2022-03-02T17:41:33.833Z	false										EN	
3293329087																										OBS1016987616										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1016987616	OBS1016987616		obsr241713		1											PRESENT																			2008-05-20T00:00:00				2008	5	20												SOUTH_AMERICA				EC	Galápagos			Isla Santiago--Playa Espumilla									-0.315855	-90.83462																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:05:47.751Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:05:47.751Z	2022-03-02T17:41:33.833Z	false										EN	
3293321330																										OBS1090799913										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1090799913	OBS1090799913		obsr1044989		12											PRESENT																			2010-03-14T00:00:00				2010	3	14												SOUTH_AMERICA				EC	Galápagos			Isabela - Nearshore waters between Elizabeth Bay and Tagus Cove									-0.424277	-91.24665																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:11:25.307Z								CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:11:25.307Z	2022-03-02T17:41:33.833Z	false										EN	
3292877820																										OBS1093619428										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1093619428	OBS1093619428		obsr525060													PRESENT																			2010-06-23T00:00:00				2010	6	23												SOUTH_AMERICA				EC	Galápagos			Isabela--Puerto Villamil									-0.956961	-90.96559																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:10:48.927Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:10:48.927Z	2022-03-02T17:41:33.833Z	false		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.1_1	Puerto Villamil	EN	
3292333669																										OBS1033480037										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1033480037	OBS1033480037		obsr18347													PRESENT																			2009-07-19T00:00:00				2009	7	19												SOUTH_AMERICA				EC	Galápagos			Isla Baltra									-0.462708	-90.275085																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:29:54.466Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:29:54.466Z	2022-03-02T17:41:33.833Z	false		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.3_1	Santa Cruz	ECU.9.3.3_1	Santa Rosa	EN	
3292232253																										OBS1063330527										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1063330527	OBS1063330527		obsr1527237													PRESENT																			2006-12-10T00:00:00				2006	12	10												SOUTH_AMERICA				EC	Galápagos			Isla Fernandina--Punta Espinoza									-0.264551	-91.445946																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:30:15.106Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:30:15.106Z	2022-03-02T17:41:33.833Z	false		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.2_1	Tomas De Berlanga (Santo Tomas)	EN	
3292078876																										OBS984246440										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS984246440	OBS984246440		obsr21492													PRESENT																			2008-12-04T00:00:00				2008	12	4												SOUTH_AMERICA				EC	Galápagos			Isla Isabela									-0.80106	-91.12871																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:26:45.333Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:26:45.333Z	2022-03-02T17:41:33.833Z	false		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.2_1	Tomas De Berlanga (Santo Tomas)	EN	
3291965353																										OBS1043897460										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1043897460	OBS1043897460		obsr644503		8											PRESENT																			2002-06-17T00:00:00				2002	6	17												SOUTH_AMERICA				EC	Galápagos			Santiago--Sombrero Chino									-0.369799	-90.583626																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:30:05.216Z								CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:30:05.216Z	2022-03-02T17:41:33.833Z	false										EN	
3291744376																										OBS1070422938										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1070422938	OBS1070422938		obsr108306		6											PRESENT																			2007-11-16T00:00:00				2007	11	16												SOUTH_AMERICA				EC	Galápagos			Isla Bartolome									-0.284871	-90.55391																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:21:43.059Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:21:43.059Z	2022-03-02T17:41:33.833Z	false										EN	
3291259624																										OBS1103375817										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1103375817	OBS1103375817		obsr53162		7											PRESENT																			2007-11-09T00:00:00				2007	11	9												SOUTH_AMERICA				EC	Galápagos			Isabela--Puerto Villamil									-0.956961	-90.96559																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:08:19.700Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:08:19.700Z	2022-03-02T17:41:33.833Z	false		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.1_1	Puerto Villamil	EN	
3290786492																										OBS1008006142										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1008006142	OBS1008006142		obsr1649494													PRESENT																			2009-07-19T00:00:00				2009	7	19												SOUTH_AMERICA				EC	Galápagos			Floreana--Punta Cormorant									-1.226127	-90.42834																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:22:42.013Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:22:42.013Z	2022-03-02T17:41:33.833Z	false		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.2_1	San Cristóbal	ECU.9.2.2_1	Isla Santa Mara (Floreana) (Cab.	EN	
3290369503																										OBS975731931										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS975731931	OBS975731931		obsr195440		3											PRESENT																			2005-06-21T00:00:00				2005	6	21												SOUTH_AMERICA				EC	Galápagos			Isla Bartolome									-0.284871	-90.55391																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:26:33.763Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:26:33.763Z	2022-03-02T17:41:33.833Z	false										EN	
3289833701																										OBS996881065										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS996881065	OBS996881065		obsr512800													PRESENT																			2007-05-20T00:00:00				2007	5	20												SOUTH_AMERICA				EC	Galápagos			Isla Fernandina--Mangle Point									-0.454555	-91.38239																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:27:12.051Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:27:12.051Z	2022-03-02T17:41:33.833Z	false										EN	
3289092219																										OBS1008071037										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1008071037	OBS1008071037		obsr1788811													PRESENT																			2009-07-19T00:00:00				2009	7	19												SOUTH_AMERICA				EC	Galápagos			Floreana--Punta Cormorant									-1.226127	-90.42834																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:11:44.315Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:11:44.315Z	2022-03-02T17:41:33.833Z	false		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.2_1	San Cristóbal	ECU.9.2.2_1	Isla Santa Mara (Floreana) (Cab.	EN	
3288818328																										OBS1012695664										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1012695664	OBS1012695664		obsr387235		2											PRESENT																			2003-12-14T00:00:00				2003	12	14												SOUTH_AMERICA				EC	Galápagos			Galapagos, Ferdanina									-0.262308	-91.45095																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:05:45.085Z								CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:05:45.085Z	2022-03-02T17:41:33.833Z	false										EN	
3288425289																										OBS1008025378										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1008025378	OBS1008025378		obsr1649494													PRESENT																			2009-07-22T00:00:00				2009	7	22												SOUTH_AMERICA				EC	Galápagos			Isla Fernandina--Punta Espinoza									-0.264551	-91.445946																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:09:45.317Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:09:45.317Z	2022-03-02T17:41:33.833Z	false		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.2_1	Tomas De Berlanga (Santo Tomas)	EN	
3288238593																										OBS954748610										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS954748610	OBS954748610		obsr559159		2											PRESENT																			2007-12-21T00:00:00				2007	12	21												SOUTH_AMERICA				EC	Galápagos			Isla Bartolome									-0.284871	-90.55391																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:05:57.143Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:05:57.143Z	2022-03-02T17:41:33.833Z	false										EN	
3288097081																										OBS988146945										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS988146945	OBS988146945		obsr1788811													PRESENT																			2005-06-13T00:00:00				2005	6	13												SOUTH_AMERICA				EC	Galápagos			Isla Fernandina--Punta Espinoza									-0.264551	-91.445946																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:11:29.374Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:11:29.374Z	2022-03-02T17:41:33.833Z	false		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.2_1	Tomas De Berlanga (Santo Tomas)	EN	
3287881676																										OBS1000713414										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1000713414	OBS1000713414		obsr1649494													PRESENT																			2008-07-24T00:00:00				2008	7	24												SOUTH_AMERICA				EC	Galápagos			Isla Bartolome									-0.284871	-90.55391																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:06:39.166Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:06:39.166Z	2022-03-02T17:41:33.833Z	false										EN	
3286750865																										OBS984232877										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS984232877	OBS984232877		obsr21492													PRESENT																			2008-12-01T00:00:00				2008	12	1												SOUTH_AMERICA				EC	Galápagos			Isla Bartolome									-0.284871	-90.55391																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:27:03.471Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:27:03.471Z	2022-03-02T17:41:33.833Z	false										EN	
3285589913																										OBS1059830782										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS1059830782	OBS1059830782		obsr224889													PRESENT																			2005-06-14T00:00:00				2005	6	14												SOUTH_AMERICA				EC	Galápagos			Isla Bartolome									-0.284871	-90.55391																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:07:19.580Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:07:19.580Z	2022-03-02T17:41:33.833Z	false										EN	
